time,y
3641,-0.0321374
3642,-0.0359918
3643,-0.0377384
3644,-0.0420589
3645,-0.0458529
3646,-0.0474472
3647,-0.0509565
3648,-0.0525119
3649,-0.055202
3650,-0.0566439
3651,-0.0599678
3652,-0.0617109
3653,-0.0645811
3654,-0.0661871
3655,-0.0693404
3656,-0.0713503
3657,-0.0744264
3658,-0.0760662
3659,-0.0798458
3660,-0.0818523
3661,-0.0832714
3662,-0.0874625
3663,-0.0904965
3664,-0.0946612
3665,-0.0992809
3666,-0.101751
3667,-0.106624
3668,-0.109042
3669,-0.112969
3670,-0.114977
3671,-0.119363
3672,-0.121183
3673,-0.124236
3674,-0.125778
3675,-0.127445
3676,-0.130598
3677,-0.133662
3678,-0.135302
3679,-0.139191
3680,-0.141106
3681,-0.143313
3682,-0.147856
3683,-0.152476
3684,-0.154827
